対戦相手,得点,打数,安打,打点,四球,死球,三振,攻撃回
東北楽天,4,33,12,4,2,0,4,8.333333333333334
東北楽天,7,35,8,7,4,2,7,9.0
埼玉西武,2,27,6,2,2,1,11,8.0
埼玉西武,6,33,12,5,2,1,7,8.0
埼玉西武,4,34,9,3,2,0,13,9.0
読　売,3,32,8,3,4,1,7,9.0
読　売,3,29,6,3,3,1,7,8.0
読　売,3,28,8,3,1,1,7,8.0
横浜DeNA,3,28,7,3,1,0,6,8.0
横浜DeNA,6,30,8,6,5,2,9,8.0
横浜DeNA,5,34,12,5,4,1,6,8.0
東京ヤクルト,8,41,14,8,4,0,13,9.0
東京ヤクルト,2,33,7,2,6,0,5,9.0
東京ヤクルト,2,28,5,2,3,0,7,9.0
阪　神,9,32,13,9,5,0,6,8.0
阪　神,0,31,5,0,0,0,7,9.0
阪　神,4,29,6,4,0,0,6,8.0
中　日,0,27,3,0,2,0,4,9.0
中　日,1,34,9,1,3,0,6,9.0
中　日,3,34,8,3,2,0,7,9.0
読　売,0,32,7,0,1,1,4,9.0
読　売,2,28,4,2,5,2,11,9.0
読　売,6,43,13,6,1,1,9,11.0
横浜DeNA,2,34,8,2,1,1,8,9.0
横浜DeNA,3,34,7,3,0,0,7,9.0
横浜DeNA,2,34,7,2,2,1,9,9.0
中　日,5,31,11,5,4,0,7,8.0
中　日,3,29,8,3,5,0,3,8.0
東京ヤクルト,6,35,12,6,3,0,10,8.0
東京ヤクルト,5,33,9,5,4,0,8,8.0
東京ヤクルト,4,30,10,4,2,0,1,8.0
阪　神,2,30,5,2,1,0,5,9.0
阪　神,2,45,10,2,1,0,12,12.0
阪　神,2,32,7,2,0,0,10,9.0
横浜DeNA,3,35,10,3,1,1,11,9.0
横浜DeNA,4,29,6,4,5,0,7,8.0
横浜DeNA,0,37,6,0,3,1,6,3.0
読　売,4,30,7,4,1,1,4,8.333333333333334
読　売,7,33,12,7,4,0,5,8.0
読　売,0,31,4,0,2,0,5,9.0
東京ヤクルト,4,31,7,4,3,0,1,9.0
東京ヤクルト,5,38,12,5,1,0,7,9.0
東京ヤクルト,3,37,10,3,2,0,3,9.0
中　日,3,40,7,2,5,0,12,12.0
中　日,2,31,3,2,2,1,7,9.0
中　日,1,31,1,1,2,1,5,10.0
阪　神,7,33,10,7,5,1,10,8.0
阪　神,3,32,8,3,2,1,5,9.0
阪　神,6,31,9,4,4,0,6,8.0
読　売,4,32,8,3,1,0,6,9.0
読　売,6,31,9,6,5,0,3,8.0
読　売,7,29,6,7,5,0,9,8.0
横浜DeNA,5,33,9,5,2,0,12,9.0
横浜DeNA,5,37,10,5,4,1,8,9.0
横浜DeNA,1,31,5,1,0,0,3,9.0
東京ヤクルト,4,28,6,4,2,0,2,8.333333333333334
東京ヤクルト,7,36,15,7,2,1,7,8.0
東京ヤクルト,7,47,12,7,4,1,13,12.0
読　売,5,35,8,4,4,0,7,9.0
読　売,2,31,6,2,4,0,3,9.0
読　売,0,34,10,0,0,1,7,9.0
中　日,3,34,7,3,5,0,10,9.0
中　日,3,31,8,3,2,0,7,8.0
中　日,0,32,6,0,1,0,12,9.0
横浜DeNA,6,40,15,6,5,0,4,9.666666666666666
横浜DeNA,4,44,15,4,4,0,13,10.666666666666666
横浜DeNA,1,33,8,1,0,0,8,9.0
阪　神,1,31,6,1,0,0,8,9.0
阪　神,1,34,7,1,1,0,7,9.0
阪　神,1,29,4,1,0,0,10,9.0
東京ヤクルト,1,28,7,1,2,0,6,9.0
東京ヤクルト,1,33,7,1,3,1,5,9.0
東京ヤクルト,6,37,11,6,4,1,10,9.0
阪　神,6,33,14,6,3,0,4,8.0
阪　神,3,36,8,3,2,0,5,9.0
中　日,3,33,7,3,2,1,6,9.0
中　日,7,41,10,5,4,1,7,11.0
横浜DeNA,1,32,5,1,0,0,11,9.0
読　売,7,36,12,7,0,2,7,9.0
東京ヤクルト,1,30,4,1,1,0,7,9.0
中　日,2,33,10,2,0,0,9,8.0
中　日,1,28,3,0,9,0,7,9.0
阪　神,2,32,11,2,1,1,7,8.0
阪　神,5,32,8,5,3,0,8,9.0
